onset	duration	nwb_table
1595871545.644	1800.860300064087	epochs
1595874018.968	5409.150200128555	epochs
1595879704.91	2012.956899881363	epochs
1595884041.227	5560.493933439255	epochs
1595889758.403	1808.596566438675	epochs
