onset	duration	nwb_table
1571508597.85	1801.185800075531	epochs
1571510607.837	5400.623233318329	epochs
1571516068.777	1803.1884999275208	epochs
1571517965.409	5407.061599969864	epochs
1571523437.064	1843.4713335037231	epochs
